nn(色彩-2, 屏幕-1)
case(薄-10, 因为-7)
nsubj(薄-10, 机子-8)
advmod(薄-10, 很-9)
prep(有-14, 薄-10)
nsubj(有-14, 这样-12)
advmod(有-14, 比较-13)
dep(加-3, 有-14)
dobj(有-14, 手感-15)

neg(启动-21, 没有-1)
nn(按键-4, 设计-2)
nn(按键-4, 相机-3)
nsubj(启动-21, 按键-4)
cop(启动-21, 是-5)
case(大-14, 因为-6)
nsubj(大-14, 外形-7)
case(受力-12, 较-8)
amod(受力-12, 大-9)
nn(受力-12, 机身-10)
nn(受力-12, 侧面-11)
prep(大-14, 受力-12)
advmod(大-14, 很-13)
prep(启动-21, 大-14)
advmod(启动-21, 很-15)
advmod(启动-21, 容易-16)
case(到-18, 按-17)
prep(启动-21, 到-18)
nn(键-20, 相机-19)
dobj(到-18, 键-20)
root(ROOT-0, 启动-21)
dobj(启动-21, 相机-22)

case(没有-4, 因为-1)
nsubj(没有-4, 我-2)
advmod(没有-4, 还-3)
prep(掉-13, 没有-4)
dobj(没有-4, root-5)
advmod(掉-13, 所以-6)
nn(系统-8, 垃圾-7)
nn(软件-9, 系统-8)
nn(删-11, 软件-9)
nummod(删-11, 很多-10)
nsubj(掉-13, 删-11)
neg(掉-13, 不-12)
root(ROOT-0, 掉-13)

nsubj(清晰-3, 拍照-1)
advmod(清晰-3, 比较-2)
root(ROOT-0, 清晰-3)
case(有-6, 因为-5)
prep(拍-15, 有-6)
dobj(有-6, 补光灯-7)
advmod(黑-10, 比较-9)
assmod(地方-12, 黑-10)
case(黑-10, 的-11)
nsubj(拍-15, 地方-12)
advmod(拍-15, 也-13)
mmod(拍-15, 能-14)
conj(清晰-3, 拍-15)
advmod(用-21, 还-17)
mmod(用-21, 能-18)
case(手电-20, 当-19)
prep(用-21, 手电-20)
conj(清晰-3, 用-21)
advmod(冲-24, 就-23)
conj(清晰-3, 冲-24)
dobj(冲-24, 这个-25)
dep(清晰-3, 真心-27)
comod(真心-27, 赞-28)
dep(真心-27, 啊-29)

nn(摄像-2, 拍照-1)
dep(有-3, 摄像-2)
xsubj(是-5, 摄像-2)
root(ROOT-0, 有-3)
advmod(是-5, 可能-4)
case(换-7, 因为-6)
prep(是-5, 换-7)
asp(换-7, 了-8)
dobj(换-7, 插件-9)
nsubj(不错-14, 效果-11)
advmod(不错-14, 还是-12)
advmod(不错-14, 很-13)
conj(有-3, 不错-14)

relcl(信号-2, 联通-1)
nsubj(差-4, 信号-2)
advmod(差-4, 极-3)
root(ROOT-0, 差-4)
case(信号-7, 因为-6)
prep(差-8, 信号-7)
relcl(上网-11, 差-8)
mark(差-8, 的-9)
nn(上网-11, 缘故-10)
nsubj(慢-13, 上网-11)
advmod(慢-13, 很-12)
conj(差-4, 慢-13)
advmod(有-16, 但-15)
conj(差-4, 有-16)
assmod(地方-19, 无线-17)
case(无线-17, 的-18)
nsubj(快-22, 地方-19)
mmod(快-22, 上网-20)
advmod(快-22, 极-21)
dep(有-16, 快-22)

conj(RAM-3, ROM-1)
cc(RAM-3, 以及-2)
nsubj(小-6, RAM-3)
advmod(小-6, 都-4)
advmod(小-6, 偏-5)
root(ROOT-0, 小-6)
dep(小-6, 导致-8)
nummod(游戏-10, 部分-9)
nsubj(能-12, 游戏-10)
neg(能-12, 不-11)
ccomp(导致-8, 能-12)
conj(卡-15, 运行-13)
cc(卡-15, 或者-14)
dobj(能-12, 卡-15)

nsubj(换-5, 后盖-1)
advmod(换-5, 不宜-2)
advmod(换-5, 经常-3)
mmod(换-5, 拆卸-4)
root(ROOT-0, 换-5)
dobj(换-5, 电池-6)
advmod(经得起-13, 所以-8)
nsubj(经得起-13, 电池-9)
neg(经得起-13, 不-10)
cop(经得起-13, 是-11)
advmod(经得起-13, 很-12)
conj(换-5, 经得起-13)
dobj(经得起-13, 常玩-14)
advmod(需要-17, 基本-16)
conj(换-5, 需要-17)
nummod(天-19, 1-18)
clf(充-21, 天-19)
nummod(充-21, 1-20)
dobj(需要-17, 充-21)

advmod(刷-3, 可能-1)
conj(刷-3, 是-2)
cop(刷-3, 是-2)
root(ROOT-0, 刷-3)
asp(刷-3, 过-4)
assmod(原因-7, 机-5)
case(机-5, 的-6)
dobj(刷-3, 原因-7)
nsubj(兼容-12, 系统-9)
advmod(兼容-12, 有点-10)
neg(兼容-12, 不-11)
dep(刷-3, 兼容-12)
conj(刷-3, 买-14)
rcomp(买-14, 回来-15)
nummod(天-17, 8-16)
dep(买-14, 天-17)
conj(买-14, 死-18)
asp(死-18, 了-19)
nummod(次-21, 3-20)
clf(机-22, 次-21)
dobj(死-18, 机-22)

advmod(烦-2, 最-1)
nsubj(后盖-5, 烦-2)
mark(烦-2, 的-3)
cop(后盖-5, 是-4)
root(ROOT-0, 后盖-5)
advmod(打开-10, 就算-7)
nsubj(打开-10, 你-8)
advmod(打开-10, 只-9)
dep(让-15, 打开-10)
nummod(次-12, 一两-11)
range(打开-10, 次-12)
advmod(让-15, 足够-14)
conj(后盖-5, 让-15)
nsubj(合拢-21, 它-16)
advmod(合拢-21, 再-17)
advmod(合拢-21, 也-18)
advmod(合拢-21, 无法-19)
advmod(合拢-21, 完全-20)
ccomp(让-15, 合拢-21)
advmod(有-24, 总是-23)
conj(合拢-21, 有-24)
dobj(有-24, 缝隙-25)
conj(合拢-21, 导致-27)
dep(声音-35, 震动-28)
case(震动-28, 时-29)
dep(难过-33, 震-30)
dep(难过-33, 得-31)
advmod(难过-33, 很-32)
relcl(声音-35, 难过-33)
mark(难过-33, 的-34)
dobj(导致-27, 声音-35)
conj(合拢-21, 设计-37)
relcl(失误-40, 上-38)
mark(上-38, 的-39)
dobj(设计-37, 失误-40)

assmod(设计-4, LG-1)
case(LG-1, 的-2)
nn(设计-4, 工业-3)
nsubj(板扎-6, 设计-4)
advmod(板扎-6, 很-5)
root(ROOT-0, 板扎-6)
advmod(皮实-13, 所以-8)
det(机子-11, 这-9)
clf(这-9, 款-10)
nsubj(皮实-13, 机子-11)
advmod(皮实-13, 很-12)
conj(板扎-6, 皮实-13)

advmod(用-31, 新机子-1)
case(软件-12, 因为-2)
relcl(软件-12, 多-3)
asp(多-3, 了-4)
nummod(堆-7, 一-5)
amod(堆-7, 大-6)
clf(绑定-9, 堆-7)
nn(绑定-9, GOOGLE-8)
dobj(多-3, 绑定-9)
mark(多-3, 的-10)
nn(软件-12, 垃圾-11)
prep(禁不了-18, 软件-12)
nsubj(禁不了-18, 删-14)
neg(禁不了-18, 不-15)
dep(禁不了-18, 了-16)
advmod(禁不了-18, 也-17)
dep(用-31, 禁不了-18)
advmod(开机-21, 一-20)
conj(禁不了-18, 开机-21)
advmod(自动-23, 就-22)
amod(运行-24, 自动-23)
dobj(开机-21, 运行-24)
dep(禁不了-18, 导致-26)
range(导致-26, 1.8G-27)
advmod(用-31, 其实-28)
neg(用-31, 不-29)
advmod(用-31, 够-30)
root(ROOT-0, 用-31)
dep(用-31, 呀-32)

nsubj(低-2, 分辨率-1)
root(ROOT-0, 低-2)
det(游戏-7, 有的-4)
conj(游戏-7, 视频-5)
cc(游戏-7, 或者-6)
nsubj(不行-13, 游戏-7)
case(问题-12, 由于-8)
conj(问题-12, cpu-9)
cc(问题-12, 和-10)
nn(问题-12, 分辨率-11)
prep(不行-13, 问题-12)
conj(低-2, 不行-13)
neg(用-17, 不-15)
mmod(用-17, 能-16)
dep(不行-13, 用-17)
neg(看-20, 不-18)
mmod(看-20, 能-19)
dobj(用-17, 看-20)
mark(看-20, 的-21)
advmod(废机-24, 简直-23)
dep(不行-13, 废机-24)
range(废机-24, 一个-25)

nsubj(大-2, 屏幕-1)
root(ROOT-0, 大-2)
nsubj(薄-5, 机身-4)
conj(大-2, 薄-5)
case(薄-10, 由于-7)
nsubj(薄-10, 机身-8)
advmod(薄-10, 太-9)
prep(严重-13, 薄-10)
nn(发热-12, 机器-11)
nsubj(严重-13, 发热-12)
conj(大-2, 严重-13)
advmod(用-16, 总的来说-15)
dep(不错-19, 用-16)
asp(用-16, 着-17)
advmod(不错-19, 还-18)
conj(大-2, 不错-19)

assmod(问题-4, 老生常谈-1)
case(老生常谈-1, 的-2)
nn(问题-4, 电池-3)
nsubj(费-16, 问题-4)
prep(费-16, 确实-6)
case(双核-11, 因为-7)
cop(双核-11, 是-8)
amod(双核-11, 大-9)
nn(双核-11, 屏-10)
dep(确实-6, 双核-11)
mark(双核-11, 的-12)
advmod(费-16, 所以-14)
advmod(费-16, 比较-15)
root(ROOT-0, 费-16)
dobj(费-16, 电-17)
det(问题-20, 别的-19)
nsubj(发现-23, 问题-20)
advmod(发现-23, 还-21)
neg(发现-23, 没有-22)
conj(费-16, 发现-23)
dobj(发现-23, 什么-24)

assmod(话-3, 女生-1)
case(女生-1, 的-2)
nsubj(有-7, 话-3)
xsubj(会-29, 话-3)
nummod(手-6, 单-5)
nsubj(有-7, 手-6)
xsubj(会-29, 手-6)
root(ROOT-0, 有-7)
clf(...-11, 点-8)
amod(...-11, 小-9)
nn(...-11, 压力-10)
dobj(有-7, ...-11)
advmod(轻-17, 就是-12)
case(薄-15, 因为-13)
advmod(薄-15, 太-14)
prep(轻-17, 薄-15)
advmod(轻-17, 太-16)
conj(有-7, 轻-17)
asp(轻-17, 了-18)
advmod(没手感-21, 有些-20)
conj(有-7, 没手感-21)
conj(有-7, 觉得-23)
advmod(会-29, 一-24)
mmod(会-29, 掉-25)
case(地上-27, 到-26)
prep(会-29, 地上-27)
advmod(会-29, 就-28)
ccomp(觉得-23, 会-29)
rcomp(会-29, 变-30)
dep(半-32, 两-31)
dep(会-29, 半-32)
advmod(摔-41, 但是-34)
advmod(摔-41, 实际上-35)
mmod(摔-41, 应该-36)
neg(摔-41, 没-37)
advmod(摔-41, 那么-38)
neg(摔-41, 不-39)
mmod(摔-41, 经-40)
conj(有-7, 摔-41)

nsubj(采用-2, 外壳-1)
root(ROOT-0, 采用-2)
asp(采用-2, 了-3)
nn(材质-5, 塑料-4)
dobj(采用-2, 材质-5)
loc(一般-11, 手感-7)
case(手感-7, 上-8)
advmod(一般-11, 就-9)
advmod(一般-11, 比较-10)
conj(采用-2, 一般-11)

nsubj(有-3, 像素-1)
advmod(有-3, 只-2)
root(ROOT-0, 有-3)
dep(有-3, 300万-4)
tmod(拍照-7, 晚上-6)
conj(有-3, 拍照-7)
amod(效果-10, 黑暗-8)
nn(效果-10, 处-9)
dobj(拍照-7, 效果-10)
advmod(好-20, 就-11)
case(没有-13, 因为-12)
prep(好-20, 没有-13)
nn(闪光灯-15, LED-14)
dobj(没有-13, 闪光灯-15)
advmod(好-20, 而-16)
nsubj(好-20, 效果-17)
neg(好-20, 不-18)
advmod(好-20, 太-19)
conj(有-3, 好-20)

nn(灵敏度-4, 屏幕-1)
conj(灵敏度-4, 靓丽-2)
nsubj(好-5, 灵敏度-4)
root(ROOT-0, 好-5)
case(流畅-12, 因为-7)
nsubj(流畅-12, 屏大-8)
advmod(流畅-12, 而-9)
mmod(流畅-12, 触感-10)
advmod(流畅-12, 很-11)
prep(合适-19, 流畅-12)
nummod(寸-15, 4-14)
assmod(尺寸-17, 寸-15)
case(寸-15, 的-16)
nsubj(合适-19, 尺寸-17)
advmod(合适-19, 正-18)
conj(好-5, 合适-19)

nn(屏-2, A-1)
nsubj(显示-3, 屏-2)
xsubj(华丽-5, 屏-2)
root(ROOT-0, 显示-3)
advmod(华丽-5, 很-4)
ccomp(显示-3, 华丽-5)
conj(显示-3, 鲜艳-7)
nsubj(好-10, 色彩-9)
conj(显示-3, 好-10)
nsubj(高-13, 亮度-12)
conj(显示-3, 高-13)
advmod(鲜艳-22, 但是-15)
advmod(鲜艳-22, 也-16)
advmod(鲜艳-22, 正是-17)
case(色彩-19, 由于-18)
prep(鲜艳-22, 色彩-19)
advmod(鲜艳-22, 太-20)
mmod(鲜艳-22, 过-21)
conj(显示-3, 鲜艳-22)
advmod(够-29, 反而-24)
dep(够-29, 看-25)
dep(够-29, 得-26)
advmod(够-29, 有点-27)
neg(够-29, 不-28)
conj(显示-3, 够-29)
comod(够-29, 细致-30)

nsubj(导致-4, 屏幕-1)
advmod(导致-4, 太-2)
mmod(导致-4, 艳-3)
root(ROOT-0, 导致-4)
ccomp(导致-4, 失真-5)
advmod(均匀-12, 而且-7)
nn(色彩-9, 屏幕-8)
nsubj(均匀-12, 色彩-9)
mmod(均匀-12, 分布-10)
neg(均匀-12, 不-11)
conj(导致-4, 均匀-12)
det(情况-17, 全-14)
assmod(情况-17, 白-15)
case(白-15, 的-16)
nsubj(下-18, 情况-17)
conj(导致-4, 下-18)
nn(泛蓝-20, 两侧-19)
dobj(下-18, 泛蓝-20)

case(机器-6, 由于-1)
conj(ATT-3, 是-2)
cop(ATT-3, 是-2)
relcl(机器-6, ATT-3)
dobj(ATT-3, 版本-4)
mark(ATT-3, 的-5)
prep(少-12, 机器-6)
assmod(数量-10, ROM-8)
case(ROM-8, 的-9)
nsubj(少-12, 数量-10)
advmod(少-12, 较-11)
root(ROOT-0, 少-12)
advmod(高-18, 所以-14)
nn(质量-16, 更新-15)
nsubj(高-18, 质量-16)
neg(高-18, 不-17)
conj(少-12, 高-18)

nsubj(少-3, 运存-1)
advmod(少-3, 太-2)
root(ROOT-0, 少-3)
asp(少-3, 了-4)
nsubj(512M-8, 说-6)
mark(说-6, 的-7)
conj(少-3, 512M-8)
advmod(达到-22, 实际上-10)
advmod(444M-12, 就-11)
nsubj(达到-22, 444M-12)
nn(情况-15, 使用-14)
nsubj(达到-22, 情况-15)
advmod(启-17, 重-16)
loc(达到-22, 启-17)
dobj(启-17, 机子-18)
case(启-17, 后-19)
advmod(达到-22, 很快-20)
advmod(达到-22, 就-21)
conj(少-3, 达到-22)
loc(达到-22, 70%-23)
case(70%-23, 以上-24)
nsubj(之一-32, 这-26)
advmod(之一-32, 也-27)
cop(之一-32, 是-28)
assmod(之一-32, 手机卡-29)
case(手机卡-29, 的-30)
nn(之一-32, 原因-31)
conj(少-3, 之一-32)

root(ROOT-0, 归功-1)
case(系统-4, 于-2)
nn(系统-4, 安卓-3)
prep(归功-1, 系统-4)
nsubj(丰富-7, 软件-6)
dep(归功-1, 丰富-7)
case(起来-10, 用-9)
prep(爽歪歪-13, 起来-10)
dobj(起来-10, 超级爽-11)
conj(归功-1, 爽歪歪-13)

assmod(快门-4, ME811-1)
case(ME811-1, 的-2)
nn(快门-4, 拍照-3)
nsubj(设置-5, 快门-4)
relcl(位置-7, 设置-5)
mark(设置-5, 的-6)
nsubj(好-11, 位置-7)
neg(好-11, 不-8)
cop(好-11, 是-9)
advmod(好-11, 很-10)
root(ROOT-0, 好-11)
case(拍照-17, 在-12)
nsubj(拍照-17, 右边-13)
loc(拍照-17, 最-14)
case(最-14, 底下-15)
advmod(拍照-17, 正好-16)
prep(挡-21, 拍照-17)
case(拍照-17, 时-18)
nsubj(挡-21, 手-19)
advmod(挡-21, 容易-20)
conj(好-11, 挡-21)
dobj(挡-21, 镜头-22)

assmod(拍照键-4, 触摸屏-1)
case(触摸屏-1, 上-2)
case(触摸屏-1, 的-3)
nsubj(设置-5, 拍照键-4)
relcl(位置-7, 设置-5)
mark(设置-5, 的-6)
nsubj(好-12, 位置-7)
advmod(好-12, 也-8)
neg(好-12, 不-9)
cop(好-12, 是-10)
advmod(好-12, 很-11)
root(ROOT-0, 好-12)
advmod(建议-28, 而且-14)
nn(拍照-16, 单手-15)
nsubj(建议-28, 拍照-16)
mmod(建议-28, 会-17)
case(稳-20, 拿-18)
neg(稳-20, 不-19)
prep(建议-28, 稳-20)
case(设置-25, 由于-22)
nn(键位-24, 快门-23)
nsubj(设置-25, 键位-24)
prep(建议-28, 设置-25)
dobj(设置-25, 原因-26)
neg(建议-28, 不-27)
conj(好-12, 建议-28)
nummod(女生-33, 一些-29)
relcl(女生-33, 喜欢-30)
dobj(喜欢-30, 自拍-31)
mark(喜欢-30, 的-32)
dobj(建议-28, 女生-33)
dep(建议-28, 入手-34)
det(机子-37, 这-35)
clf(这-35, 台-36)
dobj(入手-34, 机子-37)

case(小-4, 由于-1)
nsubj(小-4, 内存-2)
advmod(小-4, 太-3)
prep(死机-13, 小-4)
case(使用-7, 在-6)
prep(死机-13, 使用-7)
ordmod(方-9, 第三-8)
clf(软件-10, 方-9)
dobj(使用-7, 软件-10)
case(使用-7, 时-11)
advmod(死机-13, 容易-12)
root(ROOT-0, 死机-13)
mmod(会-21, 打开-15)
case(带-17, 自-16)
prep(会-21, 带-17)
nn(地图-19, OVI-18)
dobj(带-17, 地图-19)
advmod(会-21, 也-20)
dep(死机-13, 会-21)
dobj(会-21, 死机-22)
advmod(祸-28, 都-24)
cop(祸-28, 是-25)
assmod(祸-28, 内存惹-26)
case(内存惹-26, 的-27)
dep(死机-13, 祸-28)

case(原因-4, 由于-1)
assmod(原因-4, 滑盖-2)
case(滑盖-2, 的-3)
prep(进去-9, 原因-4)
det(键盘-7, 整个-6)
nsubj(进去-9, 键盘-7)
advmod(进去-9, 凹-8)
root(ROOT-0, 进去-9)
dep(进去-9, 习惯-11)
assmod(人-14, 9700-12)
case(9700-12, 的-13)
dobj(习惯-11, 人-14)
advmod(需要-16, 可能-15)
dep(习惯-11, 需要-16)
nummod(突起-24, 一些-17)
nsubj(适应-19, 时间-18)
relcl(突起-24, 适应-19)
nn(下面-21, 键盘-20)
dobj(适应-19, 下面-21)
mark(适应-19, 的-22)
amod(突起-24, 小-23)
dobj(需要-16, 突起-24)

nn(充电-2, USB-1)
nsubj(不好-6, 充电-2)
dep(不好-6, 这-3)
clf(这-3, 点-4)
advmod(不好-6, 也-5)
root(ROOT-0, 不好-6)
case(话-14, 因为-8)
advmod(需要-10, 平常-9)
relcl(话-14, 需要-10)
nn(数据-12, 传输-11)
dobj(需要-10, 数据-12)
mark(需要-10, 的-13)
prep(会-16, 话-14)
advmod(会-16, 就-15)
dep(不好-6, 会-16)
dobj(会-16, 充电-17)
advmod(减-20, 很-19)
dep(不好-6, 减-20)
nn(寿命-22, 电池-21)
dobj(减-20, 寿命-22)

advmod(关-5, 还有-1)
nn(程序-3, 后台-2)
nsubj(关-5, 程序-3)
nsubj(关-5, 有的-4)
root(ROOT-0, 关-5)
neg(关-5, 不-6)
asp(关-5, 了-7)
dep(打开-13, 关-9)
asp(关-9, 了-10)
advmod(打开-13, 就-11)
advmod(打开-13, 自动-12)
conj(关-5, 打开-13)
dep(打开-13, 导致-15)
nn(速度-17, 上网-16)
dobj(导致-15, 速度-17)
advmod(小慢-19, 有点-18)
dep(导致-15, 小慢-19)
neg(知道-22, 不-21)
conj(打开-13, 知道-22)
advmod(回-24, 怎么-23)
ccomp(知道-22, 回-24)
dobj(回-24, 事-25)

advmod(大-7, 得益-1)
case(分辨率-4, 于-2)
amod(分辨率-4, 高-3)
prep(大-7, 分辨率-4)
nsubj(大-7, 屏幕-6)
root(ROOT-0, 大-7)
cc(大-7, 而-8)
dep(大-7, 细腻-9)
nsubj(满意-13, 我-11)
advmod(满意-13, 很-12)
conj(大-7, 满意-13)

advmod(锁定-4, 虽然-1)
nsubjpass(锁定-4, CPU-2)
auxpass(锁定-4, 被-3)
dep(流畅-32, 锁定-4)
case(550MHz-6, 在-5)
prep(锁定-4, 550MHz-6)
advmod(流畅-32, 但-8)
nsubj(流畅-32, 得益-9)
case(操作-29, 于-10)
nfincl(操作-29, 有-11)
assmod(芯片-20, 独立-12)
case(独立-12, 的-13)
nummod(芯片-20, 3D-14)
nn(芯片-20, 显示-15)
conj(芯片-20, 芯片-16)
cc(芯片-20, 和-17)
nn(芯片-20, 图片-18)
nn(芯片-20, 处理-19)
dobj(有-11, 芯片-20)
mmod(说-23, 可以-22)
dep(有-11, 说-23)
cop(处理器-27, 是-24)
nummod(处理器-27, 四-25)
nn(处理器-27, 核-26)
ccomp(说-23, 处理器-27)
prep(流畅-32, 操作-29)
advmod(流畅-32, 真的-30)
advmod(流畅-32, 很-31)
root(ROOT-0, 流畅-32)
nsubj(可以-36, 更何况-34)
advmod(可以-36, 还-35)
conj(流畅-32, 可以-36)
rcomp(可以-36, 轻松-37)
nummod(800MHz-40, 超频-38)
cc(800MHz-40, 至-39)
nummod(运行-42, 800MHz-40)
nn(运行-42, 稳定-41)
dobj(可以-36, 运行-42)

case(触摸屏-3, 因为-1)
cop(触摸屏-3, 是-2)
prep(繁索-9, 触摸屏-3)
advmod(一些-6, 有时-5)
nummod(操作-7, 一些-6)
nsubj(繁索-9, 操作-7)
advmod(繁索-9, 比较-8)
root(ROOT-0, 繁索-9)
dep(繁索-9, 需要-11)
nn(琢磨-13, 时间-12)
dobj(需要-11, 琢磨-13)

nsubj(美观-14, 铝合金-1)
nsubj(使得-3, 机身-2)
dep(美观-14, 使得-3)
nn(重量-5, 机器-4)
nsubj(轻-9, 重量-5)
dep(轻-9, 变-6)
dep(轻-9, 得-7)
advmod(轻-9, 更-8)
ccomp(使得-3, 轻-9)
dep(使得-3, 了-10)
advmod(美观-14, 也-12)
advmod(美观-14, 更-13)
root(ROOT-0, 美观-14)

nsubj(低-3, 主频-1)
advmod(低-3, 稍-2)
root(ROOT-0, 低-3)
advmod(完-8, 所以-5)
advmod(完-8, 有时候-6)
mmod(完-8, 运行-7)
conj(低-3, 完-8)
dobj(完-8, 程序-9)
mmod(有-11, 会-10)
conj(完-8, 有-11)
nn(卡-13, 点-12)
dobj(有-11, 卡-13)

loc(接-9, 放在-1)
dobj(放在-1, 包-2)
case(放在-1, 里-3)
dep(放在-1, 或者-4)
dep(放在-1, 兜口-5)
case(兜口-5, 里-6)
advmod(接-9, 经常-7)
mmod(接-9, 漏-8)
root(ROOT-0, 接-9)
dobj(接-9, 电话-10)
case(堵住-15, 因为-12)
nsubjpass(堵住-15, 喇叭-13)
auxpass(堵住-15, 被-14)
prep(管用-24, 堵住-15)
asp(堵住-15, 了-16)
nn(铃音-19, 来电-18)
nsubj(管用-24, 铃音-19)
advmod(管用-24, 再-20)
advmod(管用-24, 大-21)
advmod(管用-24, 也-22)
neg(管用-24, 不-23)
dep(接-9, 管用-24)

nn(芯片-2, 图形-1)
assmod(游戏-7, 芯片-2)
case(芯片-2, 的-3)
mmod(使得-5, 加入-4)
nfincl(游戏-7, 使得-5)
ccomp(使得-5, 玩-6)
nsubj(流畅-9, 游戏-7)
advmod(流畅-9, 更加-8)
root(ROOT-0, 流畅-9)

nn(技术-2, 屏幕-1)
nsubj(改进-5, 技术-2)
dvpmod(改进-5, 大大-3)
mark(大大-3, 的-4)
conj(有-11, 改进-5)
advmod(清晰-10, 所以-7)
dvpmod(清晰-10, 特别-8)
mark(特别-8, 地-9)
dep(改进-5, 清晰-10)
root(ROOT-0, 有-11)
nn(不怕-17, 太阳-12)
assmod(不怕-17, 啥-13)
case(啥-13, 的-14)
amod(不怕-17, 也-15)
advmod(也-15, 都-16)
dobj(有-11, 不怕-17)
dep(有-11, 了-18)

advmod(回来-3, 刚刚-1)
mmod(回来-3, 买-2)
relcl(手机-5, 回来-3)
mark(回来-3, 的-4)
nsubj(用-6, 手机-5)
root(ROOT-0, 用-6)
asp(用-6, 了-7)
nummod(天-9, 一-8)
dep(用-6, 天-9)
nn(屏幕-13, 感觉-11)
nn(屏幕-13, 手机-12)
nsubj(显示-14, 屏幕-13)
conj(用-6, 显示-14)
nsubj(好-17, 效果-15)
advmod(好-17, 很-16)
ccomp(显示-14, 好-17)
advmod(显-27, 好像-19)
cop(显-27, 是-20)
case(手机-24, 因为-21)
det(手机-24, 这-22)
clf(这-22, 款-23)
prep(显-27, 手机-24)
mmod(显-27, 携带-25)
advmod(显-27, 独-26)
dep(爽-37, 显-27)
dobj(显-27, 芯片-28)
conj(显-27, 看-30)
dobj(看-30, 电影-31)
conj(显-27, 玩-33)
dobj(玩-33, 游戏-34)
advmod(爽-37, 都-35)
advmod(爽-37, 很-36)
conj(好-17, 爽-37)

assmod(处理器-4, 英伟达-1)
case(英伟达-1, 的-2)
nn(处理器-4, C-3)
nsubj(说-10, 处理器-4)
nn(性能-7, 游戏-6)
nsubj(给力-8, 性能-7)
nsubj(说-10, 给力-8)
mark(给力-8, 的-9)
root(ROOT-0, 说-10)
advmod(好-18, 但是-12)
advmod(好-18, 也-13)
advmod(好-18, 正是-14)
case(处理器-16, 因为-15)
prep(好-18, 处理器-16)
advmod(好-18, 太-17)
ccomp(说-10, 好-18)
asp(好-18, 了-19)
nummod(游戏-22, 很多-21)
nsubj(兼容-25, 游戏-22)
advmod(兼容-25, 都-23)
neg(兼容-25, 不-24)
dep(好-18, 兼容-25)
conj(好-18, 让-27)
nsubj(悲-32, 你-28)
dep(悲-32, 有-29)
dep(有-29, 喜-30)
dep(有-29, 有-31)
ccomp(让-27, 悲-32)

loc(卡顿-4, 操作-1)
case(操作-1, 时-2)
advmod(卡顿-4, 偶尔-3)
root(ROOT-0, 卡顿-4)
mmod(内存-8, 应该-6)
cop(内存-8, 是-7)
conj(卡顿-4, 内存-8)
conj(内存-8, 小-9)
asp(小-9, 了-10)
dobj(小-9, 点-11)

root(ROOT-0, 接听-1)
dep(易死机-5, 电话-2)
case(电话-2, 后-3)
amod(易死机-5, 挂机-4)
dobj(接听-1, 易死机-5)
det(问题-8, 该-7)
nsubj(开启-15, 问题-8)
advmod(开启-15, 多-9)
cop(开启-15, 是-10)
case(接听-12, 由于-11)
prep(开启-15, 接听-12)
dobj(接听-12, 电话-13)
case(接听-12, 前-14)
dep(多-18, 开启-15)
dobj(开启-15, 软件-16)
advmod(多-18, 过-17)
dep(接听-1, 多-18)

nsubj(加长-2, 手机-1)
root(ROOT-0, 加长-2)
asp(加长-2, 了-3)
det(视频-5, 有些-4)
dobj(加长-2, 视频-5)
conj(加长-2, 播放-6)
nn(边缘-8, 时候-7)
dobj(播放-6, 边缘-8)
mmod(出现-10, 会-9)
conj(加长-2, 出现-10)
dobj(出现-10, 黑边-11)

case(系统-3, 因为-1)
nn(系统-3, 塞班-2)
prep(落伍-4, 系统-3)
dep(少-13, 落伍-4)
asp(落伍-4, 了-5)
advmod(支持-7, 所以-6)
relcl(软件-11, 支持-7)
nn(系统-9, 塞班-8)
dobj(支持-7, 系统-9)
mark(支持-7, 的-10)
dobj(落伍-4, 软件-11)
advmod(少-13, 越来越-12)
root(ROOT-0, 少-13)
nsubj(降低-17, 可玩性-15)
advmod(降低-17, 大大-16)
dep(少-13, 降低-17)

dep(节约-15, N8-1)
dep(用-4, 够-2)
dep(用-4, 你-3)
dep(节约-15, 用-4)
asp(用-4, 了-5)
nsubj(节约-15, 电池-7)
case(问题-12, 由于-8)
assmod(问题-12, N8-9)
case(N8-9, 的-10)
nn(问题-12, 硬件-11)
prep(节约-15, 问题-12)
advmod(节约-15, 大大-14)
root(ROOT-0, 节约-15)
asp(节约-15, 了-16)
dobj(节约-15, 用电-17)
advmod(值得-20, 很-19)
conj(节约-15, 值得-20)

root(ROOT-0, 得益-1)
case(塞班-3, 于-2)
assmod(优化-7, 塞班-3)
case(塞班-3, 的-4)
conj(优化-7, 设计-5)
cc(优化-7, 和-6)
dobj(得益-1, 优化-7)
dep(得益-1, 吧-8)
assmod(速度-13, 整体-10)
case(整体-10, 的-11)
nn(速度-13, 运行-12)
nsubj(不错-14, 速度-13)
dep(得益-1, 不错-14)
advmod(能够-24, 如此-16)
assmod(条件-20, 一般-17)
case(一般-17, 的-18)
nn(条件-20, 硬件-19)
loc(能够-24, 条件-20)
case(条件-20, 之下-21)
advmod(能够-24, 依然-23)
dep(得益-1, 能够-24)
advmod(流畅-26, 较为-25)
assmod(运行-28, 流畅-26)
case(流畅-26, 的-27)
dobj(能够-24, 运行-28)

conj(手机-3, 电池-1)
cc(手机-3, 和-2)
