advmod(接-2, 有时-1)
clf(苹果-13, 秒-8)
relcl(苹果-13, 掉-9)
dep(掉-9, 前-10)
clf(前-10, 代-11)
mark(掉-9, 的-12)
dobj(可以-7, 苹果-13)
advmod(带-15, 自-14)
dep(可以-7, 带-15)
dobj(带-15, 耳机-16)
advmod(丰满-23, 主要-18)
cop(丰满-23, 是-19)
case(低频-21, 因为-20)
prep(丰满-23, 低频-21)
advmod(丰满-23, 更加-22)
dep(可以-7, 丰满-23)
nsubj(棒-27, 听感-25)
advmod(棒-27, 很-26)
conj(可以-7, 棒-27)

nsubj(不错-2, 音质-1)
root(ROOT-0, 不错-2)
dep(大-13, 有-4)
nsubj(使-8, xloud-5)
advmod(使-8, 所以-6)
mmod(使-8, 可以-7)
dep(有-4, 使-8)
dobj(使-8, 外-9)
dep(使-8, 放-10)
dobj(放-10, 声音-11)
advmod(大-13, 很-12)
conj(不错-2, 大-13)

nsubj(流畅-3, 系统-1)
advmod(流畅-3, 很-2)
root(ROOT-0, 流畅-3)
nsubj(清晰-11, 感觉-5)
neg(清晰-11, 不-6)
case(屏幕-9, 到-7)
nn(屏幕-9, 顿-8)
prep(清晰-11, 屏幕-9)
advmod(清晰-11, 很-10)
conj(流畅-3, 清晰-11)
amod(颜色-14, 还原-13)
nsubj(准确-15, 颜色-14)
conj(流畅-3, 准确-15)
advmod(好-19, 可-17)
nsubj(好-19, 视角度-18)
conj(流畅-3, 好-19)

nn(声音-2, 通话-1)
nsubj(清晰-3, 声音-2)
root(ROOT-0, 清晰-3)
nsubj(清楚-8, 免提-5)
advmod(清楚-8, 也-6)
advmod(清楚-8, 很-7)
conj(清晰-3, 清楚-8)
advmod(是-11, 可能-10)
dep(清晰-3, 是-11)
case(有-13, 因为-12)
prep(是-11, 有-13)
nummod(个-15, 两-14)
clf(麦克风-16, 个-15)
dobj(有-13, 麦克风-16)
dep(是-11, 吧-17)

case(机壳-3, 由于-1)
nn(机壳-3, 烤漆-2)
prep(耐划-6, 机壳-3)
neg(耐划-6, 不-5)
root(ROOT-0, 耐划-6)
advmod(留下-10, 很-8)
advmod(留下-10, 容易-9)
dep(耐划-6, 留下-10)
dobj(留下-10, 指纹-11)

nn(声音-2, 喇叭-1)
nsubj(小-4, 声音-2)
advmod(小-4, 比较-3)
dep(低-14, 小-4)
dep(小-4, 吧-5)
relcl(声音-11, 导致-7)
ccomp(导致-7, 接听-8)
dobj(接听-8, 电话-9)
mark(导致-7, 的-10)
nsubj(低-14, 声音-11)
advmod(低-14, 都-12)
advmod(低-14, 挺-13)
root(ROOT-0, 低-14)
dep(低-14, 的-15)

nummod(排-2, P-1)
clf(屏幕-3, 排-2)
nsubj(使得-4, 屏幕-3)
root(ROOT-0, 使得-4)
ccomp(使得-4, 颗粒感-5)
dobj(颗粒感-5, 无所不在-6)
nsubj(高-11, 亮度-8)
advmod(高-11, 也-9)
neg(高-11, 不-10)
conj(使得-4, 高-11)
conj(使得-4, 闹心-13)

nummod(4s-3, 流畅度-1)
cc(4s-3, 比-2)
nsubj(差-4, 4s-3)
root(ROOT-0, 差-4)
advmod(差-4, 一点-5)
nsubj(原因-11, 这-7)
advmod(原因-11, 可能-8)
cop(原因-11, 是-9)
nn(原因-11, 系统-10)
conj(差-4, 原因-11)

det(手机-2, 整个-1)
nsubj(感-5, 手机-2)
xsubj(不得了-8, 手机-2)
mmod(感-5, 握-3)
mmod(感-5, 持-4)
root(ROOT-0, 感-5)
dvpmod(不得了-8, 好-6)
mark(好-6, 的-7)
ccomp(感-5, 不得了-8)
advmod(适用-16, 不管-10)
det(人-12, 什么-11)
assmod(手-14, 人-12)
case(人-12, 的-13)
nsubj(适用-16, 手-14)
advmod(适用-16, 都-15)
dep(感觉-22, 适用-16)
advmod(感觉-22, 而且-18)
loc(感觉-22, 放在-19)
dobj(放在-19, 口袋-20)
case(放在-19, 里-21)
conj(感-5, 感觉-22)
advmod(好-25, 也-23)
advmod(好-25, 很-24)
ccomp(感觉-22, 好-25)

nsubj(强-3, IPS-1)
advmod(强-3, 最-2)
root(ROOT-0, 强-3)
assmod(屏-7, 三星-4)
case(三星-4, 的-5)
nn(屏-7, A-6)
dobj(强-3, 屏-7)
dep(强-3, 让-9)
assmod(色彩-12, 手机-10)
case(手机-10, 的-11)
dobj(让-9, 色彩-12)
advmod(艳丽-14, 很-13)
dep(让-9, 艳丽-14)

advmod(大-5, 可能-1)
case(尺寸-4, 由于-2)
nn(尺寸-4, 屏幕-3)
prep(大-5, 尺寸-4)
root(ROOT-0, 大-5)
nsubj(大-9, 电池-7)
advmod(大-9, 虽然-8)
conj(大-5, 大-9)
asp(大-9, 了-10)
dobj(大-9, 点-11)
nn(功耗-14, CPU-13)
nsubj(只能-23, 功耗-14)
advmod(低-16, 虽然-15)
dep(只能-23, 低-16)
dep(低-16, 了-17)
advmod(只能-23, 但-19)
advmod(只能-23, 其实-20)
nsubj(只能-23, 电池-21)
advmod(只能-23, 就-22)
conj(大-5, 只能-23)
rcomp(只能-23, 用-24)
nummod(天-26, 一-25)
dep(只能-23, 天-26)

case(材质-4, 因为-1)
assmod(材质-4, 背面-2)
case(背面-2, 的-3)
prep(塑料-6, 材质-4)
cop(塑料-6, 是-5)
nsubj(光滑-9, 塑料-6)
mark(塑料-6, 的-7)
advmod(光滑-9, 很-8)
root(ROOT-0, 光滑-9)
advmod(留下-13, 很-11)
advmod(留下-13, 容易-12)
dep(光滑-9, 留下-13)
dobj(留下-13, 指纹-14)

case(屏幕-2, 由于-1)
prep(采用-3, 屏幕-2)
nsubj(排列-7, 采用-3)
mark(采用-3, 的-4)
cop(排列-7, 是-5)
nn(排列-7, P-6)
root(ROOT-0, 排列-7)
advmod(水准-18, 尽管-9)
nsubj(水准-18, 像素-10)
cop(水准-18, 是-11)
dep(720-14, 1280-12)
assmod(水准-18, 720-14)
case(720-14, 的-15)
amod(水准-18, 长-16)
amod(水准-18, 高-17)
dep(掩盖-22, 水准-18)
advmod(掩盖-22, 但-20)
advmod(掩盖-22, 难以-21)
conj(排列-7, 掩盖-22)
nsubj(颜射-24, 他-23)
relcl(冷淡-26, 颜射-24)
mark(颜射-24, 的-25)
dobj(掩盖-22, 冷淡-26)

nn(亮面-2, 机身-1)
nsubj(留下-5, 亮面-2)
advmod(留下-5, 很-3)
advmod(留下-5, 容易-4)
root(ROOT-0, 留下-5)
dobj(留下-5, 指纹-6)
case(边上-9, 因为-8)
prep(用-10, 边上-9)
nsubj(材质-17, 用-10)
mark(用-10, 的-11)
cop(材质-17, 是-12)
assmod(材质-17, 差劲儿-13)
case(差劲儿-13, 的-14)
nn(材质-17, 仿-15)
nn(材质-17, 金属-16)
conj(留下-5, 材质-17)
nsubj(喜欢-22, 真心-19)
advmod(喜欢-22, 很-20)
neg(喜欢-22, 不-21)
conj(留下-5, 喜欢-22)

nn(材质-3, 手机-1)
nn(材质-3, 外壳-2)
nsubj(差-5, 材质-3)
advmod(差-5, 太-4)
root(ROOT-0, 差-5)
nsubj(存在-8, 设计-7)
conj(差-5, 存在-8)
dobj(存在-8, 缺陷-9)
conj(存在-8, 出现-11)
dobj(出现-11, 裂缝-12)
cop(有-16, 是-13)
case(装配-15, 由于-14)
prep(有-16, 装配-15)
conj(出现-11, 有-16)
mmod(应-19, 涨-17)
mmod(应-19, 开-18)
dep(有-16, 应-19)
dobj(应-19, 力-20)
nn(材质-23, 外壳-22)
nsubj(抗拉-25, 材质-23)
neg(抗拉-25, 不-24)
conj(差-5, 抗拉-25)
mmod(开裂-29, 会-27)
advmod(开裂-29, 慢慢-28)
dep(抗拉-25, 开裂-29)
advmod(出现-32, 已-31)
dep(抗拉-25, 出现-32)
nummod(部-34, 多-33)
clf(问题-36, 部-34)
nn(问题-36, 开裂-35)
dobj(出现-32, 问题-36)

neg(喜欢-4, 不-1)
cop(喜欢-4, 是-2)
advmod(喜欢-4, 很-3)
root(ROOT-0, 喜欢-4)
assmod(材质-7, 它-5)
case(它-5, 的-6)
dobj(喜欢-4, 材质-7)
case(容易-11, 因为-9)
advmod(容易-11, 很-10)
prep(有-12, 容易-11)
dep(喜欢-4, 有-12)
dobj(有-12, 划伤-13)

case(材质-4, 因为-1)
cop(材质-4, 是-2)
nn(材质-4, 塑料-3)
prep(怕-9, 材质-4)
nn(压力-6, 若果-5)
nsubj(怕-9, 压力-6)
xsubj(折断-13, 压力-6)
advmod(怕-9, 太-7)
advmod(怕-9, 大-8)
root(ROOT-0, 怕-9)
cop(折断-13, 是-10)
mmod(折断-13, 会-11)
auxpass(折断-13, 被-12)
ccomp(怕-9, 折断-13)

nummod(rom-3, 9300-1)
nn(rom-3, 官方-2)
assmod(问题-5, rom-3)
case(rom-3, 的-4)
nsubj(造成-7, 问题-5)
root(ROOT-0, 造成-7)
nn(损坏-9, 字库-8)
dobj(造成-7, 损坏-9)
cc(造成-7, 而且-11)
advmod(有-17, 还是-12)
nummod(堆-14, 一-13)
clf(人-15, 堆-14)
nsubj(有-17, 人-15)
advmod(有-17, 都-16)
conj(造成-7, 有-17)
dep(有-17, 的-18)
dobj(有-17, 通病-19)

advmod(高-12, NFC-1)
case(芯片-4, 在-2)
nn(芯片-4, 电池-3)
prep(高-12, 芯片-4)
case(芯片-4, 上-5)
relcl(售价-10, 导致-7)
dobj(导致-7, 电池-8)
mark(导致-7, 的-9)
nsubj(高-12, 售价-10)
advmod(高-12, 偏-11)
root(ROOT-0, 高-12)

nsubj(是-6, 屏幕-1)
dep(是-6, 每个-2)
clf(每个-2, 角-3)
advmod(是-6, 都-4)
neg(是-6, 不-5)
root(ROOT-0, 是-6)
dep(是-6, 方形-7)
case(方形-7, 的-8)
assmod(看-16, 贴-10)
case(贴-10, 上-11)
case(贴-10, 的-12)
mmod(看-16, 磨-13)
advmod(看-16, 很-14)
advmod(看-16, 容易-15)
nsubj(出来-18, 看-16)
mark(看-16, 的-17)
conj(是-6, 出来-18)
case(屏幕-21, 因为-20)
assmod(原因-23, 屏幕-21)
case(屏幕-21, 的-22)
nsubj(掉-29, 原因-23)
advmod(掉-29, 根本-24)
neg(掉-29, 不-25)
mmod(掉-29, 能-26)
advmod(掉-29, 完全-27)
mmod(掉-29, 覆盖-28)
conj(是-6, 掉-29)

nsubj(设计-2, 硬件-1)
root(ROOT-0, 设计-2)
dobj(设计-2, 缺陷-3)
conj(设计-2, 导致-5)
nn(现象-9, 字库门-7)
dobj(导致-5, 现象-9)
dep(导致-5, 频发-10)
advmod(没-13, 还-12)
relcl(朋友-17, 没-13)
amod(招-15, 中-14)
dobj(没-13, 招-15)
mark(没-13, 的-16)
nsubj(祈祷-21, 朋友-17)
advmod(祈祷-21, 最-18)
advmod(祈祷-21, 好-19)
advmod(祈祷-21, 每天-20)
conj(设计-2, 祈祷-21)

root(ROOT-0, 使用-1)
amod(外壳-5, 全新-2)
nn(外壳-5, 材质-3)
nn(外壳-5, 氮涂层-4)
dobj(使用-1, 外壳-5)
nn(氮涂层-8, 这种-7)
nsubj(使-9, 氮涂层-8)
dep(使用-1, 使-9)
nsubj(防-13, 外壳-10)
mmod(防-13, 具有-11)
mmod(防-13, 防划-12)
ccomp(使-9, 防-13)
relcl(特效-16, 磨-14)
mark(磨-14, 的-15)
dobj(防-13, 特效-16)

nsubj(玩-2, 裸机-1)
root(ROOT-0, 玩-2)
dobj(玩-2, 耍手感-3)
conj(玩-2, 好-4)
advmod(热-7, 但是-6)
loc(难受-14, 热-7)
asp(热-7, 了-8)
case(热-7, 后-9)
nn(手-11, 感觉-10)
nsubj(难受-14, 手-11)
dvpmod(难受-14, 热-12)
mark(热-12, 的-13)
conj(玩-2, 难受-14)
case(菱角-18, 因为-16)
nn(菱角-18, 机子-17)
prep(分明-19, 菱角-18)
dep(难受-14, 分明-19)

relcl(设计-4, 刚硬-1)
mark(刚硬-1, 的-2)
nn(设计-4, 棱角-3)
nsubj(造成-5, 设计-4)
root(ROOT-0, 造成-5)
asp(造成-5, 了-6)
case(手掌-8, 对-7)
assmod(考验-10, 手掌-8)
case(手掌-8, 的-9)
dobj(造成-5, 考验-10)
assmod(比例-14, 屏幕-12)
case(屏幕-12, 的-13)
nsubj(令-15, 比例-14)
conj(造成-5, 令-15)
nsubj(失望-17, 人-16)
ccomp(令-15, 失望-17)
nn(变-20, 屏幕-19)
nsubj(长-21, 变-20)
conj(造成-5, 长-21)
asp(长-21, 了-22)
dep(长-21, 一点-23)
relcl(步数-30, 做到-25)
dobj(做到-25, 林肯-27)
mark(做到-25, 的-29)
nsubj(奇葩-38, 步数-30)
advmod(奇葩-38, 真-31)
cop(奇葩-38, 是-32)
assmod(奇葩-38, 手机界-33)
case(手机界-33, 里-34)
case(手机界-33, 的-35)
nummod(朵-37, 一-36)
clf(奇葩-38, 朵-37)
conj(造成-5, 奇葩-38)

advmod(多-6, 由于-1)
nsubj(放-3, 屏幕-2)
relcl(东西-5, 放-3)
mark(放-3, 的-4)
nsubj(多-6, 东西-5)
dep(不错-31, 多-6)
asp(多-6, 了-7)
nummod(栏-9, 一-8)
dep(多-6, 栏-9)
advmod(伸长-13, 就算-11)
cop(伸长-13, 是-12)
dep(不错-31, 伸长-13)
dep(伸长-13, 了-14)
advmod(不错-31, 也-16)
neg(显得-19, 不-17)
mmod(显得-19, 会-18)
dep(不错-31, 显得-19)
advmod(突兀-21, 很-20)
ccomp(显得-19, 突兀-21)
cc(突兀-21, 和-22)
dep(突兀-21, 笨重-23)
dep(突兀-21, 拿-25)
case(手里-27, 在-26)
assmod(感觉-29, 手里-27)
case(手里-27, 的-28)
dobj(拿-25, 感觉-29)
advmod(不错-31, 还是-30)
root(ROOT-0, 不错-31)
dep(不错-31, 的-32)

nsubj(拉长-2, 屏幕-1)
root(ROOT-0, 拉长-2)
advmod(使-4, 反而-3)
relcl(操作-9, 使-4)
nsubj(容易-7, 手机-5)
neg(容易-7, 不-6)
ccomp(使-4, 容易-7)
nn(操作-9, 单手-8)
dobj(拉长-2, 操作-9)

neg(电池-5, 不-1)
cop(电池-5, 是-2)
nn(电池-5, 聚合物-3)
nn(电池-5, 锂-4)
root(ROOT-0, 电池-5)
advmod(减-10, 所以-7)
neg(减-10, 不-8)
mmod(减-10, 可以-9)
conj(电池-5, 减-10)
amod(体积-13, 小-11)
nn(体积-13, 电池-12)
dobj(减-10, 体积-13)
dep(电池-5, 延长-15)
dobj(延长-15, 寿命-16)

case(原因-3, 由于-1)
nn(原因-3, 分辨率-2)
prep(有-10, 原因-3)
nummod(游戏-8, 大部分-5)
conj(游戏-8, 软件-6)
cc(游戏-8, 和-7)
nsubj(有-10, 游戏-8)
advmod(有-10, 上下-9)
root(ROOT-0, 有-10)
dobj(有-10, 黑边-11)

amod(版-2, 黑色-1)
nsubj(掉-3, 版-2)
root(ROOT-0, 掉-3)
dobj(掉-3, 漆-4)
relcl(白色-8, 买-6)
mark(买-6, 的-7)
nsubj(没有-18, 白色-8)
case(边框-11, 因为-10)
prep(没有-18, 边框-11)
nsubj(没有-18, 本身-12)
advmod(没有-18, 就-13)
cop(没有-18, 是-14)
nn(颜色-16, 金属-15)
nsubj(没有-18, 颜色-16)
advmod(没有-18, 所以-17)
conj(掉-3, 没有-18)
det(问题-20, 这个-19)
dobj(没有-18, 问题-20)

nsubj(引发-4, 外观-1)
advmod(引发-4, 太-2)
advmod(引发-4, 薄-3)
relcl(方面-7, 引发-4)
mark(引发-4, 的-5)
nn(方面-7, 电池-6)
nsubj(缩水-8, 方面-7)
xsubj(得到-15, 方面-7)
root(ROOT-0, 缩水-8)
neg(知道-11, 不-10)
dep(缩水-8, 知道-11)
mmod(得到-15, 能-12)
neg(得到-15, 不-13)
mmod(得到-15, 能-14)
ccomp(知道-11, 得到-15)
dobj(得到-15, 解决-16)

nsubj(有-17, 镜头-1)
case(光线-13, 因-2)
relcl(光线-13, 采用-3)
amod(材质-5, 特殊-4)
dobj(采用-3, 材质-5)
cc(采用-3, 而-6)
conj(采用-3, 导致-7)
mmod(强-10, 拍摄-8)
advmod(强-10, 稍-9)
ccomp(导致-7, 强-10)
dep(强-10, 些-11)
mark(采用-3, 的-12)
prep(有-17, 光线-13)
case(光线-13, 时-14)
mmod(有-17, 会-16)
root(ROOT-0, 有-17)
advmod(猛烈-23, 远-18)
case(相机-21, 比-19)
det(相机-21, 其他-20)
prep(猛烈-23, 相机-21)
advmod(猛烈-23, 更-22)
relcl(现象-26, 猛烈-23)
mark(猛烈-23, 的-24)
nn(现象-26, 紫光-25)
dobj(有-17, 现象-26)

nsubj(好看-8, 外形-1)
case(4s-6, 比-2)
dep(4s-6, 苹果-3)
nummod(4s-6, 4-4)
cc(4s-6, 和-5)
prep(好看-8, 4s-6)
advmod(好看-8, 都-7)
root(ROOT-0, 好看-8)
case(显-12, 因为-10)
advmod(显-12, 更-11)
prep(好看-8, 显-12)
conj(轻薄-15, 大气-13)
dobj(显-12, 轻薄-15)

nn(系统-2, iOS-1)
assmod(封闭性-4, 系统-2)
case(系统-2, 的-3)
nsubj(使得-5, 封闭性-4)
root(ROOT-0, 使得-5)
nsubj(用-10, 手机-6)
case(方面-9, 在-7)
det(方面-9, 某些-8)
prep(用-10, 方面-9)
dep(起来-11, 用-10)
ccomp(使得-5, 起来-11)
neg(方便-15, 不-12)
cop(方便-15, 是-13)
advmod(方便-15, 很-14)
dep(起来-11, 方便-15)
advmod(没有-18, 比如-17)
dep(方便-15, 没有-18)
nummod(输入法-20, 九宫格-19)
dobj(没有-18, 输入法-20)
dep(没有-18, 啦-21)
case(文件-29, 用-23)
nn(文件-29, iTunes-24)
case(手机-26, 往-25)
prep(文件-29, 手机-26)
case(手机-26, 里-27)
amod(文件-29, 同步-28)
assmod(时候-31, 文件-29)
case(文件-29, 的-30)
nsubj(麻烦-33, 时候-31)
advmod(麻烦-33, 比较-32)
dep(方便-15, 麻烦-33)
dep(方便-15, 等-34)

root(ROOT-0, 归功-1)
case(系统-4, 于-2)
nn(系统-4, IOS-3)
assmod(移植-28, 系统-4)
case(系统-4, 的-5)
advmod(用-8, 简单-6)
advmod(用-8, 易-7)
nfincl(移植-28, 用-8)
cc(用-8, 而且-10)
nn(资源-12, 游戏-11)
nsubj(足-13, 资源-12)
dep(用-8, 足-13)
conj(用-8, 玩-15)
nsubj(好-18, 游戏-16)
advmod(好-18, 真的-17)
dep(玩-15, 好-18)
comod(好-18, 方便-19)
dep(好-18, 啊-20)
advmod(想-23, 不用-22)
conj(用-8, 想-23)
nsubj(要-26, 安卓-24)
advmod(要-26, 那样-25)
ccomp(想-23, 要-26)
dep(用-8, 等-27)
dobj(归功-1, 移植-28)
mmod(找-31, 要-30)
conj(归功-1, 找-31)
dobj(找-31, 机型-32)
dep(找-31, 能-33)
dobj(能-33, 兼容-34)
mark(兼容-34, 的-35)

nsubj(流畅-3, 系统-1)
advmod(流畅-3, 很-2)
root(ROOT-0, 流畅-3)
advmod(有-7, 就是-5)
dep(有-7, Siri-6)
conj(流畅-3, 有-7)
nsubj(理想-10, 点-8)
neg(理想-10, 不-9)
dep(有-7, 理想-10)
conj(流畅-3, 有-12)
dep(有-12, 得-13)
dobj(有-12, 游戏-14)
mmod(起来-16, 玩-15)
conj(有-12, 起来-16)
dobj(起来-16, 两边-17)
mmod(有-19, 会-18)
conj(有-12, 有-19)
dobj(有-19, 黑杠-20)
advmod(导致-37, 可能-22)
det(游戏-24, 那些-23)
nsubj(是-26, 游戏-24)
advmod(是-26, 都-25)
nsubj(导致-37, 是-26)
case(设计-31, 为-27)
det(设计-31, 前-28)
nummod(代-30, 几-29)
dep(前-28, 代-30)
prep(是-26, 设计-31)
mark(是-26, 的-32)
dep(导致-37, 吧-33)
advmod(导致-37, 所以-35)
advmod(导致-37, 才-36)
conj(流畅-3, 导致-37)
dobj(导致-37, 这样-38)

nn(后面-2, 壳-1)
assmod(磨砂漆-4, 后面-2)
case(后面-2, 的-3)
nsubj(喷-5, 磨砂漆-4)
relcl(不好-7, 喷-5)
mark(喷-5, 的-6)
nsubj(导致-8, 不好-7)
xsubj(有-9, 不好-7)
root(ROOT-0, 导致-8)
ccomp(导致-8, 有-9)
amod(颗粒-11, 明显-10)
dobj(有-9, 颗粒-11)
conj(有-9, 残留-12)
dep(导致-8, 影响-14)
dobj(影响-14, 心情-15)
dep(影响-14, 啊-16)
dep(影响-14, 啊-17)

nn(个人-2, 我-1)
nsubj(用-5, 个人-2)
advmod(用-5, 不怎么-3)
mmod(用-5, 会-4)
root(ROOT-0, 用-5)
nn(系统-7, 安卓-6)
dobj(用-5, 系统-7)
case(英文-14, 因为-9)
nsubj(英文-14, 文件-10)
mmod(英文-14, 夹-11)
advmod(英文-14, 全-12)
cop(英文-14, 是-13)
prep(懂-19, 英文-14)
nsubj(懂-19, 有的-16)
mmod(懂-19, 看-17)
neg(懂-19, 不-18)
conj(用-5, 懂-19)
advmod(觉得-22, 总是-21)
conj(用-5, 觉得-22)
dep(有-24, 手机-23)
ccomp(觉得-22, 有-24)
det(角落-26, 哪个-25)
nsubj(看不到-28, 角落-26)
nsubj(看不到-28, 我-27)
dep(有-24, 看不到-28)
dep(看不到-28, 似的-29)

nummod(原因-12, iPhone5-1)
case(稳定-5, 由于-2)
nsubj(稳定-5, 系统-3)
neg(稳定-5, 不-4)
prep(发生-10, 稳定-5)
amod(毛病-8, 小-7)
nsubj(平凡-9, 毛病-8)
conj(稳定-5, 平凡-9)
relcl(原因-12, 发生-10)
mark(发生-10, 的-11)
nsubj(成为-14, 原因-12)
root(ROOT-0, 成为-14)
asp(成为-14, 了-15)
nn(手机-18, 历代-16)
nn(手机-18, iPhone-17)
nn(手机-23, 手机-18)
amod(手机-23, 总-19)
advmod(短命-21, 最-20)
relcl(手机-18, 短命-21)
relcl(手机-23, 短命-21)
mark(短命-21, 的-22)
dobj(成为-14, 手机-23)

case(薄-4, 由于-1)
nsubj(薄-4, 手机-2)
mmod(薄-4, 变-3)
prep(兜-12, 薄-4)
mmod(轻-7, 变-6)
dep(薄-4, 轻-7)
mmod(兜-12, 放-9)
case(屁股-11, 在-10)
prep(兜-12, 屁股-11)
root(ROOT-0, 兜-12)
dep(兜-12, 很-13)
dep(兜-12, 容易-14)
dobj(兜-12, 压弯-15)

case(金属-13, 因为-1)
cop(切面-11, 是-2)
nn(材质-4, 氧化铝-3)
dep(切面-11, 材质-4)
dep(是-9, 软-6)
dep(是-9, 尤其-8)
dep(切面-11, 是-9)
amod(切面-11, 斜-10)
relcl(金属-13, 切面-11)
mark(切面-11, 的-12)
prep(留-21, 金属-13)
case(金属-13, 边-14)
advmod(一-17, 随便-16)
nsubj(留-21, 一-17)
mmod(留-21, 碰-18)
advmod(留-21, 就-19)
mmod(留-21, 能-20)
root(ROOT-0, 留-21)
clf(疤-23, 个-22)
dobj(留-21, 疤-23)
mmod(带-26, 必须-25)
dep(留-21, 带-26)
dep(套-28, 个-27)
dobj(带-26, 套-28)

case(变形-3, 因为-1)
nsubj(变形-3, 铝合金-2)
prep(变形-15, 变形-3)
dep(碰-11, 郁闷-5)
dep(郁闷-5, 啊-6)
dep(碰-11, 摔-8)
dep(摔-8, 了-9)
dep(碰-11, 还是-10)
dep(变形-15, 碰-11)
dep(碰-11, 了-12)
advmod(变形-15, 就要-14)
root(ROOT-0, 变形-15)

neg(支持-2, 不-1)
root(ROOT-0, 支持-2)
dep(支持-2, 九宫格-3)
dep(支持-2, 打字-4)
nsubj(小-8, 键盘-6)
xsubj(打错-12, 键盘-6)
advmod(小-8, 太-7)
dep(支持-2, 小-8)
dep(小-8, 导致-9)
advmod(打错-12, 很-10)
advmod(打错-12, 容易-11)
ccomp(导致-9, 打错-12)

det(果黑-6, 那些-1)
relcl(果黑-6, 说-2)
neg(创新-4, 没-3)
ccomp(说-2, 创新-4)
mark(说-2, 的-5)
nsubj(指-9, 果黑-6)
advmod(指-9, 只-7)
conj(指-9, 是-8)
cop(指-9, 是-8)
root(ROOT-0, 指-9)
nummod(外观-11, 一个-10)
dobj(指-9, 外观-11)
nsubj(根本-22, 那-13)
cop(根本-22, 是-14)
case(天线-17, 因为-15)
nn(天线-17, 边框-16)
prep(成机-20, 天线-17)
cop(成机-20, 是-18)
nn(成机-20, iPhone-19)
relcl(根本-22, 成机-20)
mark(成机-20, 的-21)
conj(指-9, 根本-22)
nsubj(知道-25, 你-24)
conj(指-9, 知道-25)
relcl(外观-28, 一样-26)
mark(一样-26, 的-27)
nsubj(做到-30, 外观-28)
xsubj(要-38, 外观-28)
mmod(做到-30, 要-29)
ccomp(知道-25, 做到-30)
advmod(要-38, 更-31)
dep(要-38, 轻-32)
dep(轻-32, 更-33)
dep(轻-32, 薄-34)
case(内部-36, 在-35)
prep(要-38, 内部-36)
advmod(要-38, 整个-37)
ccomp(做到-30, 要-38)
amod(设计-40, 重新-39)
dobj(要-38, 设计-40)

nsubj(延续-2, ip5-1)
root(ROOT-0, 延续-2)
asp(延续-2, 了-3)
dep(设计-10, 部分-4)
case(部分-4, 前-5)
nummod(代-7, 两-6)
clf(设计-10, 代-7)
relcl(设计-10, 精致-8)
mark(精致-8, 的-9)
dobj(延续-2, 设计-10)
advmod(拉长-13, 不过-12)
relcl(底部-17, 拉长-13)
mark(拉长-13, 的-14)
conj(底部-17, 屏幕-15)
cc(底部-17, 和-16)
nsubj(少-31, 底部-17)
amod(马蜂窝-19, 类似-18)
nsubj(一样-20, 马蜂窝-19)
relcl(设计-22, 一样-20)
mark(一样-20, 的-21)
nsubj(少-31, 设计-22)
advmod(少-31, 明显-23)
case(外观-27, 给-24)
assmod(外观-27, ip5-25)
case(ip5-25, 的-26)
prep(少-31, 外观-27)
mmod(少-31, 降-28)
mmod(少-31, 分-29)
neg(少-31, 不-30)
conj(延续-2, 少-31)

root(ROOT-0, 采用-1)
nn(玻璃-3, 蓝宝石-2)
nsubj(搭配-9, 玻璃-3)
mmod(搭配-9, 做-4)
case(材质-7, 为-5)
nn(材质-7, 镜头-6)
prep(搭配-9, 材质-7)
dep(采用-1, 搭配-9)
nummod(片-11, 5-10)
clf(镜头-12, 片-11)
dobj(搭配-9, 镜头-12)
cc(搭配-9, 以及-13)
nummod(大光圈-15, F2.4-14)
dep(搭配-9, 大光圈-15)
case(智能-23, 透过-17)
amod(模式-21, 动态-18)
amod(模式-21, 低-19)
nn(模式-21, 光源-20)
conj(智能-23, 模式-21)
cc(智能-23, 与-22)
prep(过滤-24, 智能-23)
conj(采用-1, 过滤-24)
dobj(过滤-24, 功能-25)
dep(采用-1, 促使-27)
dobj(促使-27, 用户-28)
dep(出-34, 可以-29)
dep(可以-29, 更-30)
dep(可以-29, 能-31)
advmod(出-34, 轻易-32)
mmod(出-34, 拍-33)
dep(促使-27, 出-34)
amod(影像-36, 优质-35)
dobj(出-34, 影像-36)

nn(系统-2, 安卓-1)
nsubj(冗长-3, 系统-2)
relcl(进程-5, 冗长-3)
mark(冗长-3, 的-4)
nsubj(让-6, 进程-5)
root(ROOT-0, 让-6)
nsubj(清理-10, 我-7)
advmod(清理-10, 不得不-8)
advmod(清理-10, 一直-9)
ccomp(让-6, 清理-10)
dobj(清理-10, 内存-11)

nsubj(扩展-4, iphone-1)
neg(扩展-4, 不-2)
mmod(扩展-4, 能-3)
root(ROOT-0, 扩展-4)
dobj(扩展-4, 内存卡-5)
advmod(使得-9, 但是-7)
nsubj(使得-9, 这-8)
conj(扩展-4, 使得-9)
nsubj(让-11, 它-10)
ccomp(使得-9, 让-11)
nsubj(到-14, 我-12)
mmod(到-14, 享受-13)
ccomp(让-11, 到-14)
advmod(快捷-16, 最-15)
assmod(存储-18, 快捷-16)
case(快捷-16, 的-17)
dobj(到-14, 存储-18)
dep(让-11, 删除-20)
